
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate(11671)	 t q[11]
Gate(11672)	 t q[0]
Gate(11673)	cx q[11], q[1]
Gate(11674)	cx q[0], q[11]
Gate(11675)	cx q[1], q[0]
Gate(11676)	tdg q[11]
Gate(11677)	cx q[1], q[11]
Gate(11678)	tdg q[1]
Gate(11679)	tdg q[11]
Gate(11680)	 t q[0]
Gate(11681)	cx q[0], q[11]
Gate(11682)	cx q[1], q[0]
Gate(11683)	cx q[11], q[1]
Gate(11684)	 h q[0]
Gate(11685)	 h q[11]
Gate(11686)	 t q[4]
Gate(11687)	 t q[10]
Gate(11688)	 t q[11]
Gate(11689)	cx q[10], q[4]
Gate(11690)	cx q[11], q[10]
Gate(11691)	cx q[4], q[11]
Gate(11692)	tdg q[10]
Gate(11693)	cx q[4], q[10]
Gate(11694)	tdg q[4]
Gate(11695)	tdg q[10]
Gate(11696)	 t q[11]
Gate(11697)	cx q[11], q[10]
Gate(11698)	cx q[4], q[11]
Gate(11699)	cx q[10], q[4]
Gate(11700)	 h q[11]
Gate(11701)	 h q[10]
Gate(11702)	 t q[5]
Gate(11703)	 t q[9]
Gate(11704)	 t q[10]
Gate(11705)	cx q[9], q[5]
Gate(11706)	cx q[10], q[9]
Gate(11707)	cx q[5], q[10]
Gate(11708)	tdg q[9]
Gate(11709)	cx q[5], q[9]
Gate(11710)	tdg q[5]
Gate(11711)	tdg q[9]
Gate(11712)	 t q[10]
Gate(11713)	cx q[10], q[9]
Gate(11714)	cx q[5], q[10]
Gate(11715)	cx q[9], q[5]
Gate(11716)	 h q[10]
Gate(11717)	 h q[9]
Gate(11718)	 t q[7]
Gate(11719)	 t q[6]
Gate(11720)	 t q[9]
Gate(11721)	cx q[6], q[7]
Gate(11722)	cx q[9], q[6]
Gate(11723)	cx q[7], q[9]
Gate(11724)	tdg q[6]
Gate(11725)	cx q[7], q[6]
Gate(11726)	tdg q[7]
Gate(11727)	tdg q[6]
Gate(11728)	 t q[9]
Gate(11729)	cx q[9], q[6]
Gate(11730)	cx q[7], q[9]
Gate(11731)	cx q[6], q[7]
Gate(11732)	 h q[9]
Gate(11733)	 h q[10]
Gate(11734)	 t q[5]
Gate(11735)	 t q[9]
Gate(11736)	 t q[10]
Gate(11737)	cx q[9], q[5]
Gate(11738)	cx q[10], q[9]
Gate(11739)	cx q[5], q[10]
Gate(11740)	tdg q[9]
Gate(11741)	cx q[5], q[9]
Gate(11742)	tdg q[5]
Gate(11743)	tdg q[9]
Gate(11744)	 t q[10]
Gate(11745)	cx q[10], q[9]
Gate(11746)	cx q[5], q[10]
Gate(11747)	cx q[9], q[5]
Gate(11748)	 h q[10]
Gate(11749)	 h q[11]
Gate(11750)	 t q[4]
Gate(11751)	 t q[10]
Gate(11752)	 t q[11]
Gate(11753)	cx q[10], q[4]
Gate(11754)	cx q[11], q[10]
Gate(11755)	cx q[4], q[11]
Gate(11756)	tdg q[10]
Gate(11757)	cx q[4], q[10]
Gate(11758)	tdg q[4]
Gate(11759)	tdg q[10]
Gate(11760)	 t q[11]
Gate(11761)	cx q[11], q[10]
Gate(11762)	cx q[4], q[11]
Gate(11763)	cx q[10], q[4]
Gate(11764)	 h q[11]
Gate(11765)	 h q[0]
Gate(11766)	 t q[1]
Gate(11767)	 t q[11]
Gate(11768)	 t q[0]
Gate(11769)	cx q[11], q[1]
Gate(11770)	cx q[0], q[11]
Gate(11771)	cx q[1], q[0]
Gate(11772)	tdg q[11]
Gate(11773)	cx q[1], q[11]
Gate(11774)	tdg q[1]
Gate(11775)	tdg q[11]
Gate(11776)	 t q[0]
Gate(11777)	cx q[0], q[11]
Gate(11778)	cx q[1], q[0]
Gate(11779)	cx q[11], q[1]
Gate(11780)	 h q[0]
Gate(11781)	 h q[11]
Gate(11782)	 t q[4]
Gate(11783)	 t q[10]
Gate(11784)	 t q[11]
Gate(11785)	cx q[10], q[4]
Gate(11786)	cx q[11], q[10]
Gate(11787)	cx q[4], q[11]
Gate(11788)	tdg q[10]
Gate(11789)	cx q[4], q[10]
Gate(11790)	tdg q[4]
Gate(11791)	tdg q[10]
Gate(11792)	 t q[11]
Gate(11793)	cx q[11], q[10]
Gate(11794)	cx q[4], q[11]
Gate(11795)	cx q[10], q[4]
Gate(11796)	 h q[11]
Gate(11797)	 h q[10]
Gate(11798)	 t q[5]
Gate(11799)	 t q[9]
Gate(11800)	 t q[10]
Gate(11801)	cx q[9], q[5]
Gate(11802)	cx q[10], q[9]
Gate(11803)	cx q[5], q[10]
Gate(11804)	tdg q[9]
Gate(11805)	cx q[5], q[9]
Gate(11806)	tdg q[5]
Gate(11807)	tdg q[9]
Gate(11808)	 t q[10]
Gate(11809)	cx q[10], q[9]
Gate(11810)	cx q[5], q[10]
Gate(11811)	cx q[9], q[5]
Gate(11812)	 h q[10]
Gate(11813)	 h q[9]
Gate(11814)	 t q[7]
Gate(11815)	 t q[6]
Gate(11816)	 t q[9]
Gate(11817)	cx q[6], q[7]
Gate(11818)	cx q[9], q[6]
Gate(11819)	cx q[7], q[9]
Gate(11820)	tdg q[6]
Gate(11821)	cx q[7], q[6]
Gate(11822)	tdg q[7]
Gate(11823)	tdg q[6]
Gate(11824)	 t q[9]
Gate(11825)	cx q[9], q[6]
Gate(11826)	cx q[7], q[9]
Gate(11827)	cx q[6], q[7]
Gate(11828)	 h q[9]
Gate(11829)	 h q[10]
Gate(11830)	 t q[5]
Gate(11831)	 t q[9]
Gate(11832)	 t q[10]
Gate(11833)	cx q[9], q[5]
Gate(11834)	cx q[10], q[9]
Gate(11835)	cx q[5], q[10]
Gate(11836)	tdg q[9]
Gate(11837)	cx q[5], q[9]
Gate(11838)	tdg q[5]
Gate(11839)	tdg q[9]
Gate(11840)	 t q[10]
Gate(11841)	cx q[10], q[9]
Gate(11842)	cx q[5], q[10]
Gate(11843)	cx q[9], q[5]
Gate(11844)	 h q[10]
Gate(11845)	 h q[11]
Gate(11846)	 t q[4]
Gate(11847)	 t q[10]
Gate(11848)	 t q[11]
Gate(11849)	cx q[10], q[4]
Gate(11850)	cx q[11], q[10]
Gate(11851)	cx q[4], q[11]
Gate(11852)	tdg q[10]
Gate(11853)	cx q[4], q[10]
Gate(11854)	tdg q[4]
Gate(11855)	tdg q[10]
Gate(11856)	 t q[11]
Gate(11857)	cx q[11], q[10]
Gate(11858)	cx q[4], q[11]
Gate(11859)	cx q[10], q[4]
Gate(11860)	 h q[11]
Gate(11861)	 h q[0]
Gate(11862)	 t q[5]
Gate(11863)	 t q[9]
Gate(11864)	 t q[0]
Gate(11865)	cx q[9], q[5]
Gate(11866)	cx q[0], q[9]
Gate(11867)	cx q[5], q[0]
Gate(11868)	tdg q[9]
Gate(11869)	cx q[5], q[9]
Gate(11870)	tdg q[5]
Gate(11871)	tdg q[9]
Gate(11872)	 t q[0]
Gate(11873)	cx q[0], q[9]
Gate(11874)	cx q[5], q[0]
Gate(11875)	cx q[9], q[5]
Gate(11876)	 h q[0]
Gate(11877)	 h q[9]
Gate(11878)	 t q[7]
Gate(11879)	 t q[8]
Gate(11880)	 t q[9]
Gate(11881)	cx q[8], q[7]
Gate(11882)	cx q[9], q[8]
Gate(11883)	cx q[7], q[9]
Gate(11884)	tdg q[8]
Gate(11885)	cx q[7], q[8]
Gate(11886)	tdg q[7]
Gate(11887)	tdg q[8]
Gate(11888)	 t q[9]
Gate(11889)	cx q[9], q[8]
Gate(11890)	cx q[7], q[9]
Gate(11891)	cx q[8], q[7]
Gate(11892)	 h q[9]
Gate(11893)	 h q[8]
Gate(11894)	 t q[11]
Gate(11895)	 t q[10]
Gate(11896)	 t q[8]
Gate(11897)	cx q[10], q[11]
Gate(11898)	cx q[8], q[10]
Gate(11899)	cx q[11], q[8]
Gate(11900)	tdg q[10]
Gate(11901)	cx q[11], q[10]
Gate(11902)	tdg q[11]
Gate(11903)	tdg q[10]
Gate(11904)	 t q[8]
Gate(11905)	cx q[8], q[10]
Gate(11906)	cx q[11], q[8]
Gate(11907)	cx q[10], q[11]
Gate(11908)	 h q[8]
Gate(11909)	 h q[9]
Gate(11910)	 t q[7]
Gate(11911)	 t q[8]
Gate(11912)	 t q[9]
Gate(11913)	cx q[8], q[7]
Gate(11914)	cx q[9], q[8]
Gate(11915)	cx q[7], q[9]
Gate(11916)	tdg q[8]
Gate(11917)	cx q[7], q[8]
Gate(11918)	tdg q[7]
Gate(11919)	tdg q[8]
Gate(11920)	 t q[9]
Gate(11921)	cx q[9], q[8]
Gate(11922)	cx q[7], q[9]
Gate(11923)	cx q[8], q[7]
Gate(11924)	 h q[9]
Gate(11925)	 h q[0]
Gate(11926)	 t q[5]
Gate(11927)	 t q[9]
Gate(11928)	 t q[0]
Gate(11929)	cx q[9], q[5]
Gate(11930)	cx q[0], q[9]
Gate(11931)	cx q[5], q[0]
Gate(11932)	tdg q[9]
Gate(11933)	cx q[5], q[9]
Gate(11934)	tdg q[5]
Gate(11935)	tdg q[9]
Gate(11936)	 t q[0]
Gate(11937)	cx q[0], q[9]
Gate(11938)	cx q[5], q[0]
Gate(11939)	cx q[9], q[5]
Gate(11940)	 h q[0]
Gate(11941)	 h q[9]
Gate(11942)	 t q[7]
Gate(11943)	 t q[8]
Gate(11944)	 t q[9]
Gate(11945)	cx q[8], q[7]
Gate(11946)	cx q[9], q[8]
Gate(11947)	cx q[7], q[9]
Gate(11948)	tdg q[8]
Gate(11949)	cx q[7], q[8]
Gate(11950)	tdg q[7]
Gate(11951)	tdg q[8]
Gate(11952)	 t q[9]
Gate(11953)	cx q[9], q[8]
Gate(11954)	cx q[7], q[9]
Gate(11955)	cx q[8], q[7]
Gate(11956)	 h q[9]
Gate(11957)	 h q[8]
Gate(11958)	 t q[11]
Gate(11959)	 t q[10]
Gate(11960)	 t q[8]
Gate(11961)	cx q[10], q[11]
Gate(11962)	cx q[8], q[10]
Gate(11963)	cx q[11], q[8]
Gate(11964)	tdg q[10]
Gate(11965)	cx q[11], q[10]
Gate(11966)	tdg q[11]
Gate(11967)	tdg q[10]
Gate(11968)	 t q[8]
Gate(11969)	cx q[8], q[10]
Gate(11970)	cx q[11], q[8]
Gate(11971)	cx q[10], q[11]
Gate(11972)	 h q[8]
Gate(11973)	 h q[9]
Gate(11974)	 t q[7]
Gate(11975)	 t q[8]
Gate(11976)	 t q[9]
Gate(11977)	cx q[8], q[7]
Gate(11978)	cx q[9], q[8]
Gate(11979)	cx q[7], q[9]
Gate(11980)	tdg q[8]
Gate(11981)	cx q[7], q[8]
Gate(11982)	tdg q[7]
Gate(11983)	tdg q[8]
Gate(11984)	 t q[9]
Gate(11985)	cx q[9], q[8]
Gate(11986)	cx q[7], q[9]
Gate(11987)	cx q[8], q[7]
Gate(11988)	 h q[9]
Gate(11989)	 x q[6]
Gate(11990)	 h q[0]
Gate(11991)	 t q[4]
Gate(11992)	 t q[8]
Gate(11993)	 t q[0]
Gate(11994)	cx q[8], q[4]
Gate(11995)	cx q[0], q[8]
Gate(11996)	cx q[4], q[0]
Gate(11997)	tdg q[8]
Gate(11998)	cx q[4], q[8]
Gate(11999)	tdg q[4]
Gate(12000)	tdg q[8]
Gate(12001)	 t q[0]
Gate(12002)	cx q[0], q[8]
Gate(12003)	cx q[4], q[0]
Gate(12004)	cx q[8], q[4]
Gate(12005)	 h q[0]
Gate(12006)	 h q[8]
Gate(12007)	 t q[6]
Gate(12008)	 t q[5]
Gate(12009)	 t q[8]
Gate(12010)	cx q[5], q[6]
Gate(12011)	cx q[8], q[5]
Gate(12012)	cx q[6], q[8]
Gate(12013)	tdg q[5]
Gate(12014)	cx q[6], q[5]
Gate(12015)	tdg q[6]
Gate(12016)	tdg q[5]
Gate(12017)	 t q[8]
Gate(12018)	cx q[8], q[5]
Gate(12019)	cx q[6], q[8]
Gate(12020)	cx q[5], q[6]
Gate(12021)	 h q[8]
Gate(12022)	 h q[5]
Gate(12023)	 t q[7]
Gate(12024)	 t q[3]
Gate(12025)	 t q[5]
Gate(12026)	cx q[3], q[7]
Gate(12027)	cx q[5], q[3]
Gate(12028)	cx q[7], q[5]
Gate(12029)	tdg q[3]
Gate(12030)	cx q[7], q[3]
Gate(12031)	tdg q[7]
Gate(12032)	tdg q[3]
Gate(12033)	 t q[5]
Gate(12034)	cx q[5], q[3]
Gate(12035)	cx q[7], q[5]
Gate(12036)	cx q[3], q[7]
Gate(12037)	 h q[5]
Gate(12038)	 h q[3]
Gate(12039)	 t q[9]
Gate(12040)	 t q[2]
Gate(12041)	 t q[3]
Gate(12042)	cx q[2], q[9]
Gate(12043)	cx q[3], q[2]
Gate(12044)	cx q[9], q[3]
Gate(12045)	tdg q[2]
Gate(12046)	cx q[9], q[2]
Gate(12047)	tdg q[9]
Gate(12048)	tdg q[2]
Gate(12049)	 t q[3]
Gate(12050)	cx q[3], q[2]
Gate(12051)	cx q[9], q[3]
Gate(12052)	cx q[2], q[9]
Gate(12053)	 h q[3]
Gate(12054)	 h q[2]
Gate(12055)	 t q[11]
Gate(12056)	 t q[10]
Gate(12057)	 t q[2]
Gate(12058)	cx q[10], q[11]
Gate(12059)	cx q[2], q[10]
Gate(12060)	cx q[11], q[2]
Gate(12061)	tdg q[10]
Gate(12062)	cx q[11], q[10]
Gate(12063)	tdg q[11]
Gate(12064)	tdg q[10]
Gate(12065)	 t q[2]
Gate(12066)	cx q[2], q[10]
Gate(12067)	cx q[11], q[2]
Gate(12068)	cx q[10], q[11]
Gate(12069)	 h q[2]
Gate(12070)	 h q[3]
Gate(12071)	 t q[9]
Gate(12072)	 t q[2]
Gate(12073)	 t q[3]
Gate(12074)	cx q[2], q[9]
Gate(12075)	cx q[3], q[2]
Gate(12076)	cx q[9], q[3]
Gate(12077)	tdg q[2]
Gate(12078)	cx q[9], q[2]
Gate(12079)	tdg q[9]
Gate(12080)	tdg q[2]
Gate(12081)	 t q[3]
Gate(12082)	cx q[3], q[2]
Gate(12083)	cx q[9], q[3]
Gate(12084)	cx q[2], q[9]
Gate(12085)	 h q[3]
Gate(12086)	 h q[5]
Gate(12087)	 t q[7]
Gate(12088)	 t q[3]
Gate(12089)	 t q[5]
Gate(12090)	cx q[3], q[7]
Gate(12091)	cx q[5], q[3]
Gate(12092)	cx q[7], q[5]
Gate(12093)	tdg q[3]
Gate(12094)	cx q[7], q[3]
Gate(12095)	tdg q[7]
Gate(12096)	tdg q[3]
Gate(12097)	 t q[5]
Gate(12098)	cx q[5], q[3]
Gate(12099)	cx q[7], q[5]
Gate(12100)	cx q[3], q[7]
Gate(12101)	 h q[5]
Gate(12102)	 h q[8]
Gate(12103)	 t q[6]
Gate(12104)	 t q[5]
Gate(12105)	 t q[8]
Gate(12106)	cx q[5], q[6]
Gate(12107)	cx q[8], q[5]
Gate(12108)	cx q[6], q[8]
Gate(12109)	tdg q[5]
Gate(12110)	cx q[6], q[5]
Gate(12111)	tdg q[6]
Gate(12112)	tdg q[5]
Gate(12113)	 t q[8]
Gate(12114)	cx q[8], q[5]
Gate(12115)	cx q[6], q[8]
Gate(12116)	cx q[5], q[6]
Gate(12117)	 h q[8]
Gate(12118)	 h q[0]
Gate(12119)	 t q[4]
Gate(12120)	 t q[8]
Gate(12121)	 t q[0]
Gate(12122)	cx q[8], q[4]
Gate(12123)	cx q[0], q[8]
Gate(12124)	cx q[4], q[0]
Gate(12125)	tdg q[8]
Gate(12126)	cx q[4], q[8]
Gate(12127)	tdg q[4]
Gate(12128)	tdg q[8]
Gate(12129)	 t q[0]
Gate(12130)	cx q[0], q[8]
Gate(12131)	cx q[4], q[0]
Gate(12132)	cx q[8], q[4]
Gate(12133)	 h q[0]
Gate(12134)	 h q[8]
Gate(12135)	 t q[6]
Gate(12136)	 t q[5]
Gate(12137)	 t q[8]
Gate(12138)	cx q[5], q[6]
Gate(12139)	cx q[8], q[5]
Gate(12140)	cx q[6], q[8]
Gate(12141)	tdg q[5]
Gate(12142)	cx q[6], q[5]
Gate(12143)	tdg q[6]
Gate(12144)	tdg q[5]
Gate(12145)	 t q[8]
Gate(12146)	cx q[8], q[5]
Gate(12147)	cx q[6], q[8]
Gate(12148)	cx q[5], q[6]
Gate(12149)	 h q[8]
Gate(12150)	 h q[5]
Gate(12151)	 t q[7]
Gate(12152)	 t q[3]
Gate(12153)	 t q[5]
Gate(12154)	cx q[3], q[7]
Gate(12155)	cx q[5], q[3]
Gate(12156)	cx q[7], q[5]
Gate(12157)	tdg q[3]
Gate(12158)	cx q[7], q[3]
Gate(12159)	tdg q[7]
Gate(12160)	tdg q[3]
Gate(12161)	 t q[5]
Gate(12162)	cx q[5], q[3]
Gate(12163)	cx q[7], q[5]
Gate(12164)	cx q[3], q[7]
Gate(12165)	 h q[5]
Gate(12166)	 h q[3]
Gate(12167)	 t q[9]
Gate(12168)	 t q[2]
Gate(12169)	 t q[3]
Gate(12170)	cx q[2], q[9]
Gate(12171)	cx q[3], q[2]
Gate(12172)	cx q[9], q[3]
Gate(12173)	tdg q[2]
Gate(12174)	cx q[9], q[2]
Gate(12175)	tdg q[9]
Gate(12176)	tdg q[2]
Gate(12177)	 t q[3]
Gate(12178)	cx q[3], q[2]
Gate(12179)	cx q[9], q[3]
Gate(12180)	cx q[2], q[9]
Gate(12181)	 h q[3]
Gate(12182)	 h q[2]
Gate(12183)	 t q[11]
Gate(12184)	 t q[10]
Gate(12185)	 t q[2]
Gate(12186)	cx q[10], q[11]
Gate(12187)	cx q[2], q[10]
Gate(12188)	cx q[11], q[2]
Gate(12189)	tdg q[10]
Gate(12190)	cx q[11], q[10]
Gate(12191)	tdg q[11]
Gate(12192)	tdg q[10]
Gate(12193)	 t q[2]
Gate(12194)	cx q[2], q[10]
Gate(12195)	cx q[11], q[2]
Gate(12196)	cx q[10], q[11]
Gate(12197)	 h q[2]
Gate(12198)	 h q[3]
Gate(12199)	 t q[9]
Gate(12200)	 t q[2]
Gate(12201)	 t q[3]
Gate(12202)	cx q[2], q[9]
Gate(12203)	cx q[3], q[2]
Gate(12204)	cx q[9], q[3]
Gate(12205)	tdg q[2]
Gate(12206)	cx q[9], q[2]
Gate(12207)	tdg q[9]
Gate(12208)	tdg q[2]
Gate(12209)	 t q[3]
Gate(12210)	cx q[3], q[2]
Gate(12211)	cx q[9], q[3]
Gate(12212)	cx q[2], q[9]
Gate(12213)	 h q[3]
Gate(12214)	 h q[5]
Gate(12215)	 t q[7]
Gate(12216)	 t q[3]
Gate(12217)	 t q[5]
Gate(12218)	cx q[3], q[7]
Gate(12219)	cx q[5], q[3]
Gate(12220)	cx q[7], q[5]
Gate(12221)	tdg q[3]
Gate(12222)	cx q[7], q[3]
Gate(12223)	tdg q[7]
Gate(12224)	tdg q[3]
Gate(12225)	 t q[5]
Gate(12226)	cx q[5], q[3]
Gate(12227)	cx q[7], q[5]
Gate(12228)	cx q[3], q[7]
Gate(12229)	 h q[5]
Gate(12230)	 h q[8]
Gate(12231)	 t q[6]
Gate(12232)	 t q[5]
Gate(12233)	 t q[8]
Gate(12234)	cx q[5], q[6]
Gate(12235)	cx q[8], q[5]
Gate(12236)	cx q[6], q[8]
Gate(12237)	tdg q[5]
Gate(12238)	cx q[6], q[5]
Gate(12239)	tdg q[6]
Gate(12240)	tdg q[5]
Gate(12241)	 t q[8]
Gate(12242)	cx q[8], q[5]
Gate(12243)	cx q[6], q[8]
Gate(12244)	cx q[5], q[6]
Gate(12245)	 h q[8]
Gate(12246)	 h q[0]
Gate(12247)	 t q[6]
Gate(12248)	 t q[8]
Gate(12249)	 t q[0]
Gate(12250)	cx q[8], q[6]
Gate(12251)	cx q[0], q[8]
Gate(12252)	cx q[6], q[0]
Gate(12253)	tdg q[8]
Gate(12254)	cx q[6], q[8]
Gate(12255)	tdg q[6]
Gate(12256)	tdg q[8]
Gate(12257)	 t q[0]
Gate(12258)	cx q[0], q[8]
Gate(12259)	cx q[6], q[0]
Gate(12260)	cx q[8], q[6]
Gate(12261)	 h q[0]
Gate(12262)	 h q[8]
Gate(12263)	 t q[7]
Gate(12264)	 t q[5]
Gate(12265)	 t q[8]
Gate(12266)	cx q[5], q[7]
Gate(12267)	cx q[8], q[5]
Gate(12268)	cx q[7], q[8]
Gate(12269)	tdg q[5]
Gate(12270)	cx q[7], q[5]
Gate(12271)	tdg q[7]
Gate(12272)	tdg q[5]
Gate(12273)	 t q[8]
Gate(12274)	cx q[8], q[5]
Gate(12275)	cx q[7], q[8]
Gate(12276)	cx q[5], q[7]
Gate(12277)	 h q[8]
Gate(12278)	 h q[5]
Gate(12279)	 t q[9]
Gate(12280)	 t q[4]
Gate(12281)	 t q[5]
Gate(12282)	cx q[4], q[9]
Gate(12283)	cx q[5], q[4]
Gate(12284)	cx q[9], q[5]
Gate(12285)	tdg q[4]
Gate(12286)	cx q[9], q[4]
Gate(12287)	tdg q[9]
Gate(12288)	tdg q[4]
Gate(12289)	 t q[5]
Gate(12290)	cx q[5], q[4]
Gate(12291)	cx q[9], q[5]
Gate(12292)	cx q[4], q[9]
Gate(12293)	 h q[5]
Gate(12294)	 h q[4]
Gate(12295)	 t q[11]
Gate(12296)	 t q[10]
Gate(12297)	 t q[4]
Gate(12298)	cx q[10], q[11]
Gate(12299)	cx q[4], q[10]
Gate(12300)	cx q[11], q[4]
Gate(12301)	tdg q[10]
Gate(12302)	cx q[11], q[10]
Gate(12303)	tdg q[11]
Gate(12304)	tdg q[10]
Gate(12305)	 t q[4]
Gate(12306)	cx q[4], q[10]
Gate(12307)	cx q[11], q[4]
Gate(12308)	cx q[10], q[11]
Gate(12309)	 h q[4]
Gate(12310)	 h q[5]
Gate(12311)	 t q[9]
Gate(12312)	 t q[4]
Gate(12313)	 t q[5]
Gate(12314)	cx q[4], q[9]
Gate(12315)	cx q[5], q[4]
Gate(12316)	cx q[9], q[5]
Gate(12317)	tdg q[4]
Gate(12318)	cx q[9], q[4]
Gate(12319)	tdg q[9]
Gate(12320)	tdg q[4]
Gate(12321)	 t q[5]
Gate(12322)	cx q[5], q[4]
Gate(12323)	cx q[9], q[5]
Gate(12324)	cx q[4], q[9]
Gate(12325)	 h q[5]
Gate(12326)	 h q[8]
Gate(12327)	 t q[7]
Gate(12328)	 t q[5]
Gate(12329)	 t q[8]
Gate(12330)	cx q[5], q[7]
Gate(12331)	cx q[8], q[5]
Gate(12332)	cx q[7], q[8]
Gate(12333)	tdg q[5]
Gate(12334)	cx q[7], q[5]
Gate(12335)	tdg q[7]
Gate(12336)	tdg q[5]
Gate(12337)	 t q[8]
Gate(12338)	cx q[8], q[5]
Gate(12339)	cx q[7], q[8]
Gate(12340)	cx q[5], q[7]
Gate(12341)	 h q[8]
Gate(12342)	 h q[0]
Gate(12343)	 t q[6]
Gate(12344)	 t q[8]
Gate(12345)	 t q[0]
Gate(12346)	cx q[8], q[6]
Gate(12347)	cx q[0], q[8]
Gate(12348)	cx q[6], q[0]
Gate(12349)	tdg q[8]
Gate(12350)	cx q[6], q[8]
Gate(12351)	tdg q[6]
Gate(12352)	tdg q[8]
Gate(12353)	 t q[0]
Gate(12354)	cx q[0], q[8]
Gate(12355)	cx q[6], q[0]
Gate(12356)	cx q[8], q[6]
Gate(12357)	 h q[0]
Gate(12358)	 h q[8]
Gate(12359)	 t q[7]
Gate(12360)	 t q[5]
Gate(12361)	 t q[8]
Gate(12362)	cx q[5], q[7]
Gate(12363)	cx q[8], q[5]
Gate(12364)	cx q[7], q[8]
Gate(12365)	tdg q[5]
Gate(12366)	cx q[7], q[5]
Gate(12367)	tdg q[7]
Gate(12368)	tdg q[5]
Gate(12369)	 t q[8]
Gate(12370)	cx q[8], q[5]
Gate(12371)	cx q[7], q[8]
Gate(12372)	cx q[5], q[7]
Gate(12373)	 h q[8]
Gate(12374)	 h q[5]
Gate(12375)	 t q[9]
Gate(12376)	 t q[4]
Gate(12377)	 t q[5]
Gate(12378)	cx q[4], q[9]
Gate(12379)	cx q[5], q[4]
Gate(12380)	cx q[9], q[5]
Gate(12381)	tdg q[4]
Gate(12382)	cx q[9], q[4]
Gate(12383)	tdg q[9]
Gate(12384)	tdg q[4]
Gate(12385)	 t q[5]
Gate(12386)	cx q[5], q[4]
Gate(12387)	cx q[9], q[5]
Gate(12388)	cx q[4], q[9]
Gate(12389)	 h q[5]
Gate(12390)	 h q[4]
Gate(12391)	 t q[11]
Gate(12392)	 t q[10]
Gate(12393)	 t q[4]
Gate(12394)	cx q[10], q[11]
Gate(12395)	cx q[4], q[10]
Gate(12396)	cx q[11], q[4]
Gate(12397)	tdg q[10]
Gate(12398)	cx q[11], q[10]
Gate(12399)	tdg q[11]
Gate(12400)	tdg q[10]
Gate(12401)	 t q[4]
Gate(12402)	cx q[4], q[10]
Gate(12403)	cx q[11], q[4]
Gate(12404)	cx q[10], q[11]
Gate(12405)	 h q[4]
Gate(12406)	 h q[5]
Gate(12407)	 t q[9]
Gate(12408)	 t q[4]
Gate(12409)	 t q[5]
Gate(12410)	cx q[4], q[9]
Gate(12411)	cx q[5], q[4]
Gate(12412)	cx q[9], q[5]
Gate(12413)	tdg q[4]
Gate(12414)	cx q[9], q[4]
Gate(12415)	tdg q[9]
Gate(12416)	tdg q[4]
Gate(12417)	 t q[5]
Gate(12418)	cx q[5], q[4]
Gate(12419)	cx q[9], q[5]
Gate(12420)	cx q[4], q[9]
Gate(12421)	 h q[5]
Gate(12422)	 h q[8]
Gate(12423)	 t q[7]
Gate(12424)	 t q[5]
Gate(12425)	 t q[8]
Gate(12426)	cx q[5], q[7]
Gate(12427)	cx q[8], q[5]
Gate(12428)	cx q[7], q[8]
Gate(12429)	tdg q[5]
Gate(12430)	cx q[7], q[5]
Gate(12431)	tdg q[7]
Gate(12432)	tdg q[5]
Gate(12433)	 t q[8]
Gate(12434)	cx q[8], q[5]
Gate(12435)	cx q[7], q[8]
Gate(12436)	cx q[5], q[7]
Gate(12437)	 h q[8]
Gate(12438)	 x q[9]
Gate(12439)	 h q[0]
Gate(12440)	 t q[5]
Gate(12441)	 t q[8]
Gate(12442)	 t q[0]
Gate(12443)	cx q[8], q[5]
Gate(12444)	cx q[0], q[8]
Gate(12445)	cx q[5], q[0]
Gate(12446)	tdg q[8]
Gate(12447)	cx q[5], q[8]
Gate(12448)	tdg q[5]
Gate(12449)	tdg q[8]
Gate(12450)	 t q[0]
Gate(12451)	cx q[0], q[8]
Gate(12452)	cx q[5], q[0]
Gate(12453)	cx q[8], q[5]
Gate(12454)	 h q[0]
Gate(12455)	 h q[8]
Gate(12456)	 t q[6]
Gate(12457)	 t q[4]
Gate(12458)	 t q[8]
Gate(12459)	cx q[4], q[6]
Gate(12460)	cx q[8], q[4]
Gate(12461)	cx q[6], q[8]
Gate(12462)	tdg q[4]
Gate(12463)	cx q[6], q[4]
Gate(12464)	tdg q[6]
Gate(12465)	tdg q[4]
Gate(12466)	 t q[8]
Gate(12467)	cx q[8], q[4]
Gate(12468)	cx q[6], q[8]
Gate(12469)	cx q[4], q[6]
Gate(12470)	 h q[8]
Gate(12471)	 h q[4]
Gate(12472)	 t q[7]
Gate(12473)	 t q[3]
Gate(12474)	 t q[4]
Gate(12475)	cx q[3], q[7]
Gate(12476)	cx q[4], q[3]
Gate(12477)	cx q[7], q[4]
Gate(12478)	tdg q[3]
Gate(12479)	cx q[7], q[3]
Gate(12480)	tdg q[7]
Gate(12481)	tdg q[3]
Gate(12482)	 t q[4]
Gate(12483)	cx q[4], q[3]
Gate(12484)	cx q[7], q[4]
Gate(12485)	cx q[3], q[7]
Gate(12486)	 h q[4]
Gate(12487)	 h q[3]
Gate(12488)	 t q[9]
Gate(12489)	 t q[2]
Gate(12490)	 t q[3]
Gate(12491)	cx q[2], q[9]
Gate(12492)	cx q[3], q[2]
Gate(12493)	cx q[9], q[3]
